X,Y,ID,FSGName,TonsPerWeek,TYPE1,TYPE2,TYPE3,Address,Town,County,Zip,Phone,Website,Facebook,Active
497839.0615,204785.4462,5566,VERMONT COUNTRY CHEF THE,0.05,Food Establishment,Home-based Business,,859 WHEELER RD,CALAIS,WASHINGTON,5648,8022292560,,,1
473988.4202,204692.3931,5567,KIMCHI FOR CHINGU,0.05,Food Establishment,Caterer,,1270 SCRABBLE HILL ROAD,DUXBURY,WASHINGTON,5676,,,,1
478150.5341,202177.0459,5568,GARDEN TOWER B AND B,0.0525,Food Establishment,Restaurant,,2574 CROSSETT HILL,DUXBURY,WASHINGTON,5676,,,,1
477088.0552,194902.6305,5569,HARWOOD UNION HIGH SCHOOL,0.10115,School,School,,458 VT ROUTE 100,DUXBURY,WASHINGTON,5660,,,,1
477088.0552,194902.6305,5570,HARWOOD UHSD 19,0.054385,Food Establishment,School,,458 VT ROUTE 100,DUXBURY,WASHINGTON,5676,8022445186,,,1
473947.3982,206403.757,5571,TAMALE GIRL,0.05,Food Establishment,Caterer,,4825 RIVER RD,DUXBURY,WASHINGTON,5676,(802) 244-1827,,,1
479874.2524,202382.6355,5572,CROSSETT BROOK MIDDLE SCHOOL,0.103295,Food Establishment,School,,5672 VT ROUTE 100,DUXBURY,WASHINGTON,5676,,,,1
477506.2882,200412.4896,5573,MOOSE MEADOW LODGE,0.105,Food Establishment,B&B,,607 CROSSETT HILL RD,DUXBURY,WASHINGTON,5676,8022445378,,,1
472869.9219,204185.8021,5574,SHERRY'S OF VERMONT,0.13,Food Establishment,Home-based Business,,926 MARSHALL RD,DUXBURY,WASHINGTON,5676,(802) 578-8563,https://www.sherrysofvermont.com/,,1
478124.5548,199177.0135,5575,GRUNBERG HAUS,0.294,Food Establishment,Lodging,,94 PINE ST,DUXBURY,WASHINGTON,5676,8022447726,,,1
503903.4023,184396.9775,5576,MORGANS EAST BARRE MARKET,0.05,Food Establishment,Convenience Store,,130 MILL ST,BARRE,WASHINGTON,5649,8024395716,,,1
504055.2694,184574.8477,5579,Jiffy Mart,0.05,Food Establishment,Convenience Store,,973 E BARRE RD,EAST BARRE,WASHINGTON,5151,8024765041,,,1
505539.8079,207243.0842,5581,EAST CALAIS GENERAL STORE,0.18,Food Establishment,Convenience Store,,4520 VT ROUTE 14,CALAIS,WASHINGTON,5650,8024568861,,,1
496567.9014,198485.8005,5582,MORSE FARM MAPLE SUGARWORKS,0,Food Manufacturer,Food Processor,,1168 COUNTY RD,EAST MONTPELIER,WASHINGTON,5651,800.242.2740,https://www.morsefarm.com/,,1
497572.549,195685.2873,5583,HIGH HILL INN,0.063,Food Establishment,B&B,,265 GREEN RD,EAST MONTPELIER,WASHINGTON,5651,7037280464,,,1
501013.9397,196718.2716,5584,CP DUDLEY STORE,0.05,Food Establishment,Caterer,,2915 US ROUTE 2,EAST MONTPELIER,WASHINGTON,5651,802-223-2792,,,1
501013.9397,196718.2716,5585,C P DUDLEY STORE,0.18,Food Establishment,Grocery,,2915 US ROUTE 2,EAST MONTPELIER,WASHINGTON,5651,,,,1
503704.3722,196897.0219,5586,MAMAS MELTING POT,0.1365,Food Establishment,Restaurant,,4723 US ROUTE 2,EAST MONTPELIER,WASHINGTON,5666,,,,1
497851.4173,193829.5991,5587,U-32 HIGH SCHOOL,0.137725,Food Establishment,School,,930 GALLISON HILL RD,EAST MONTPELIER,WASHINGTON,5651,8022290321,,,1
500375.1364,198484.9119,5588,EAST MONTPELIER ELEMENTARY,0.13447,Food Establishment,School,,665 VINCENT FLATS RD,EAST MONTPELIER,WASHINGTON,5651,8022237936,,,1
471781.0634,188356.4398,5590,THEOFOOD INC,,Food Manufacturer,Food Processor,,1145 BRAGG HILL RD,FAYSTON,WASHINGTON,5660,(802) 5834-713,,,1
466477.2188,189203.6121,5591,MAD RIVER GLEN COOP,2.3625,Food Establishment,Restaurant,,57 SCHUSS PASS,FAYSTON,WASHINGTON,5673,8024963491,,,1
470392.5389,187129.1814,5592,HYDE AWAY,0.63,Food Establishment,Lodging,,1428 MILLBROOK RD,FAYSTON,WASHINGTON,5673,8024962322,,,1
469754.5322,187487.6521,5593,MOUNTAIN VIEW INN,0.21,Food Establishment,Restaurant,,1912 MILL BROOK RD,FAYSTON,WASHINGTON,5673,8024962426,,,1
468703.6768,188437.0464,5594,MAD RIVER BARN,1.575,Food Establishment,Lodging,,2849 MILL BROOK RD,FAYSTON,WASHINGTON,5673,7853318467,,,1
472234.7897,193565.7808,5595,SPICE OF LIFE SPIRITS CORP,0.021,Food Establishment,Restaurant,,3411 N FAYSTON RD,FAYSTON,WASHINGTON,5660,8024965949,http://www.vtspiceoflife.com/home/,,1
470529.7382,189195.2917,5596,WOODEN SPOON,0.055,Food Establishment,Caterer,,375 STAGECOACH ROAD,FAYSTON,WASHINGTON,5673,,http://www.woodenspoon-vt.com/,,1
471767.3895,187034.2411,5598,MILLBROOK LODGE,0.168,Food Establishment,Restaurant,,533 MILL BROOK RD,FAYSTON,WASHINGTON,5673,,,,1
467870.5234,186441.0041,5599,MOUNT ELLEN BASE LODGE AT SUGARBUSH,3.675,Food Establishment,Restaurant,,SUGARBUSH NORTH,FAYSTON,WASHINGTON,5674,8025836832,,,1
467750.1961,186363.8132,5600,GLEN HOUSE ON MOUNT ELLEN AT SUGARBUSH,1.365,Food Establishment,Restaurant,,SUGARBUSH NORTH,FAYSTON,WASHINGTON,5660,8025836360,,,1
470783.2831,186894.0933,5601,TUCKER HILL INN,0.8925,Food Establishment,Lodging,,65 MARBLE HILL RD,FAYSTON,WASHINGTON,5673,6163893571,,,1
471519.2356,186968.6432,5602,BONGIORNOS,1.05,Food Establishment,Restaurant,,675 MILL BROOK RD,FAYSTON,WASHINGTON,5673,(802) 496-6265,,,1
471407.0538,186913.5732,5603,WEATHERTOP MOUNTAIN INN,0.252,Food Establishment,B&B,,755 MILL BROOK RD,FAYSTON,WASHINGTON,5673,802-496-4909,,,1
469262.7264,186612.1305,5604,FAYSTON SCHOOL,0.06215,Food Establishment,School,,782 GERMAN FLATS RD,FAYSTON,WASHINGTON,5660,8024963636,,,1
468998.0667,186446.7018,5605,WHITE HORSE INN,0.26,Food Establishment,Lodging,,999 GERMAN FLATS RD,FAYSTON,WASHINGTON,5660,8024969448,,,1
500704.0123,183273.633,5606,HOMECOOKED FOR YOU,0.05,Food Establishment,Caterer,,18 CREST STREET,GRANITEVILLE,WASHINGTON,5654,,,,1
504705.0275,193119.8112,5607,GREEN MOUNTAIN TROLLEY COMPANY,0.05,Food Establishment,Caterer,,281 MIDDLE ROAD,GRANITEVILLE,WASHINGTON,5670,,,,1
500687.9307,184051.4102,5608,ROCK OF AGES VISITORS CENTER,0.05,Food Establishment,Caterer,,560 GRANITEVILLE RD,GRANITEVILLE,WASHINGTON,5641,,,,1
508395.0023,199790.3173,5609,TWINFIELD HIGH SCHOOL ,0.073325,Food Establishment,School,,106 NASMITH BROOK RD,PLAINFIELD,WASHINGTON,5658,8024263213,,,1
509347.3751,209025.2763,5610,CHILLY WILLY'S ICE CREAM PARLOR,0.26,Food Establishment,Restaurant,,1111 THISTLE HILL ROAD,MARSHFIELD,WASHINGTON,5658,,,,1
511887.6938,205595.93,5611,MOS BACKYARD BBQ LLC,0.05,Food Establishment,Home-based Business,,134 GILMAN ST,MARSHFIELD,WASHINGTON,5658,8022796427,,,1
512150.5952,205707.529,5612,RIVERS EDGE QUIK STOP,0.26,Food Establishment,Convenience Store,,1401 US ROUTE 2,MARSHFIELD,WASHINGTON,5658,8024262063,,,1
512102.7582,205707.4402,5613,MARSHFIELD VILLAGE STORE,0.18,Food Establishment,Convenience Store,,1425 US ROUTE 2,MARSHFIELD,WASHINGTON,5658,8024264321,,,1
507919.1752,203923.1887,5614,WELL ROOTED CATERING,0.05,Food Establishment,Caterer,,153 PITKIN FARMS ROAD,MARSHFIELD,WASHINGTON,5658,,,,1
511799.7906,205706.8861,5615,RED DOOR BAKERY,0.13,Food Manufacturer,Bakery,,1616 US ROUTE 2,MARSHFIELD,WASHINGTON,5658,8024263469,,,1
511680.2775,205662.2252,5616,RAINBOW SWEETS,0.252,Food Establishment,Bakery,,1689 US ROUTE 2,MARSHFIELD,WASHINGTON,5658,8024263531,,,1
512150.5952,205707.529,5617,DEREK'S QUICK STOP,0.18,Food Establishment,Grocery,,1782 VT ROUTE 215 S,MARSHFIELD,WASHINGTON,5658,,,,1
506223.4065,200865.7015,5618,HOLLISTER HILL FARM BED & BREAKFAST,0.063,Food Establishment,B&B,,2193 HOLLISTER HILL RD,MARSHFIELD,WASHINGTON,5658,8024547725,,,1
508594.2262,200001.693,5619,CREATIVE FRANKS #1535,0.05,Food Establishment,Mobile Unit,,311 NASMITH BROOK RD,MARSHFIELD,WASHINGTON,5667,8024263173,,,1
508877.1858,203179.9489,5621,HILL FARM OF VERMONT,,Food Manufacturer,Food Processor,,424 BENT RD,MARSHFIELD,WASHINGTON,5658,(802) 4263-234,,,1
508044.792,205534.5116,5622,WHIZZO BAGELS,0.13,Food Establishment,Home-based Business,,5550 HOLLISTER HILL RD,MARSHFIELD,WASHINGTON,5658,8024263724,,,1
508010.75,200778.7536,5623,MARSHFIELD INN & MOTEL,0.105,Food Establishment,B&B,,5630 US ROUTE 2,MARSHFIELD,WASHINGTON,5658,8024263383,,,1
506266.2344,197798.9926,5624,MAPLEFIELDS,0.18,Food Establishment,Restaurant,,8132 US ROUTE 2,MARSHFIELD,WASHINGTON,5478,8023704837,,,1
508325.1927,204479.2683,5625,PIE IN THE SKY BED & BREAKFAST,0.0525,Food Establishment,B&B,,93 DWINELL RD,MARSHFIELD,WASHINGTON,5658,8024263777,,,1
484782.4502,199969.2931,5627,MIDDLESEX SECURE RESIDENTIAL PROGRAM,0.03675,Nursing/Assisted Living,Residential Facility,,1076 ROUTE 2,MIDDLESEX,WASHINGTON,5602,(802) 828-3815,,,1
493259.2584,202110.6965,5628,MARY-JOS BAKED GOODS,0.13,Food Establishment,Bakery,,162 CULVER HILL RD,MIDDLESEX,WASHINGTON,5602,(802) 223-7672,,,1
491811.8326,205645.8049,5630,RUMNEY SCHOOL MIDDLESEX,0.104525,Food Establishment,School,,433 SHADY RILL,MIDDLESEX,WASHINGTON,5602,8022235429,,,1
485658.4071,199133.9559,5631,1850 RIVER HOUSE B & B,0.26,Food Establishment,Restaurant,,7 CHURCH ST,MIDDLESEX,WASHINGTON,5602,(802) 223-1385,,,1
485778.0716,199111.472,5632,MIDDLESEX COUNTRY STORE,0.18,Food Establishment,Grocery,,903 US ROUTE 2,MIDDLESEX,WASHINGTON,5602,,,,1
485403.5894,199390.0825,5634,RED HEN BAKING COMPANY,0.315,Food Establishment,Bakery,,961B US ROUTE 2,MIDDLESEX,WASHINGTON,5602,8022235200,,,1
485403.5894,199390.0825,5635,NUTTY STEPH'S,0.603636177,Food Manufacturer,Food Processor,,961C US ROUTE 2,MIDDLESEX,WASHINGTON,5602,8022292090,,,1
493480.0637,199543.7302,5636,NEW ENGLAND CULINARY INST AT VT COLLEGE,2.415,Food Establishment,Restaurant,,36 COLLEGE ST,MONTPELIER,WASHINGTON,5602,8028288833,,,1
496261.8947,193741.4219,5637,MONTPELIER ELKS #924,4.2,Food Establishment,Restaurant,,203 COUNTRY CLUB RD,MONTPELIER,WASHINGTON,5602,8022232600,,,1
493268.0325,195121.616,5638,NEW ENGLAND CULINARY @ NATIONAL LIFE,4.725,Food Establishment,Restaurant,,1 NATIONAL LIFE DR,MONTPELIER,WASHINGTON,5602,8022236324,,,1
494322.4853,195509.515,5639,UNION ELEMENTARY SCHOOL,0.28589,Food Establishment,School,,1 PARK AVE,MONTPELIER,WASHINGTON,5602,8022236343,,,1
486613.3413,158354.2439,5640,UNCOMMON MARKET THE,0.1365,Food Establishment,Restaurant,,1 SCHOOL ST,MONTPELIER,WASHINGTON,5602,8022237051,,,1
494817.5534,195486.8823,5641,HEATON WOODS,0.26775,Nursing/Assisted Living,Residential Facility,,10 HEATON STREET,MONTPELIER,WASHINGTON,5602,,,,1
494521.9402,195298.2298,5643,J MORGANS STEAKHOUSE,0.26,Food Establishment,Restaurant,,100 E STATE ST,MONTPELIER,WASHINGTON,5602,,http://www.capitolplaza.com/jMorgans.php,,1
493723.6764,195598.9517,5644,CAPITOL PLAZA HOTEL,2.73,Food Establishment,Restaurant,,100 STATE ST,MONTPELIER,WASHINGTON,5602,8022235252,,,1
493787.2417,195265.5509,5648,THREE PENNY TAPROOM,0.252,Food Establishment,Restaurant,,108 MAIN ST,MONTPELIER,WASHINGTON,5602,8022238277,,,1
493675.7762,195610.1091,5649,CAPITOL DELI,0.18,Food Establishment,Convenience Store,,108 STATE ST,MONTPELIER,WASHINGTON,5403,8008707127,,,1
493675.7762,195610.1091,5650,FASTOP SHELL,0.18,Food Establishment,Grocery,,108 STATE ST,MONTPELIER,WASHINGTON,5602,,,,1
494960.4088,194342.3038,5651,HOUSE OF TANG,1.2075,Food Establishment,Restaurant,,114 RIVER ST,MONTPELIER,WASHINGTON,5602,8022236020,http://houseoftang.com/,,1
493572.1657,195810.2142,5652,CAPITOL FOOD COURT,1.9425,Food Establishment,Restaurant,,115 STATE HOUSE,MONTPELIER,WASHINGTON,5450,8029334747,,,1
494011.1721,195632.0168,5653,CHEF'S TABLE,1.89,Food Establishment,Restaurant,,118 MAIN ST,MONTPELIER,WASHINGTON,5602,,http://www.neci.edu/chefs-table/index,,1
494011.1721,195632.0168,5654,NECI ON MAIN,0.26,Food Establishment,Restaurant,,118 MAIN ST,MONTPELIER,WASHINGTON,5602,8022239283,http://www.neci.edu/,,1
494019.1673,195643.1209,5656,YANKEE WINE AND SPIRITS,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",126 MAIN ST,MONTPELIER,WASHINGTON,5602,,,,1
493452.3258,195743.6647,5657,"UNDERGROUND CAFE, THE",0.525,Food Establishment,Restaurant,,133 STATE ST,MONTPELIER,WASHINGTON,5602,(802) 828-2252,,,1
493979.1908,195587.6007,5659,LANGDON STREET TAVERN,0.315,Food Establishment,Bar,,14 LANGDON  ST,MONTPELIER,WASHINGTON,5602,8022232721,http://langdonstreettavern.com/,https://www.facebook.com/Langdon-Street-Tavern-291226961333106/,1
493380.4162,195699.2915,5660,PINKYS ON STATE,0.13,Food Establishment,Convenience Store,Deli,14 STATE ST,MONTPELIER,WASHINGTON,5602,8022231300,,http://www.facebook.com/pinkys.onstate,1
494218.9024,195765.1665,5661,INN AT MONTPELIER THE,0.315,Food Establishment,Lodging,,147 MAIN ST,MONTPELIER,WASHINGTON,5602,8022232727,,,1
493196.8183,195755.0362,5662,VERMONT ALLIANCE OF INDEPENDENT COUNTRY STORES,0.18,Food Establishment,Grocery,,148 STATE STREET,MONTPELIER,WASHINGTON,5602,(802) 839-1930,http://www.vaics.org/,,1
494234.8918,195787.3751,5663,GARY HOME,0.08925,Nursing/Assisted Living,Residential Facility,,149 MAIN STREET,MONTPELIER,WASHINGTON,5602,,,,1
493907.0766,195320.9951,5664,BUDDY'S FAMOUS,0.4725,Food Establishment,Restaurant,,15 Barre  ST,MONTPELIER,WASHINGTON,5641,8024617667,,,1
493827.0962,195187.7339,5665,PARKERS QUICK STOP,0.055,Food Establishment,Caterer,,15 BERLIN ST,MONTPELIER,WASHINGTON,5602,8022299538,,,1
493907.1385,195387.6631,5666,CHINA STAR,0.26,Food Establishment,Restaurant,,15 MAIN ST,MONTPELIER,WASHINGTON,5602,8022230808,,,1
488535.6842,196950.4492,5667,HEALTH CARE WITHOUT HARM,0.26,Food Establishment,Restaurant,,15 TERRACE STREET,MONTPELIER,WASHINGTON,5602,,http://www.noharm.org/,,1
494173.9477,190098.4441,5669,SHAW'S SUPERMARKET 412,0.72,Food Establishment,Caterer,,160 PAINE TURNPIKE,BERLIN,WASHINGTON,5602,822232652,,,1
494434.5807,195864.982,5670,MAIN STREET MIDDLE SCHOOL,0.07154,Food Establishment,School,,170 MAIN ST,MONTPELIER,WASHINGTON,5602,8022233404,,,1
493474.3347,193788.0482,5671,WESTVIEW MEADOWS AT MONTPELIER,0.13125,Nursing/Assisted Living,Residential Facility,,171 WESTVIEW MEADOWS ROAD,MONTPELIER,WASHINGTON,5602,,,,1
494251.0663,196020.6993,5672,WISE OWL BAKERY,0.13,Food Establishment,Bakery,,184 ELM STREET APT 3,MONTPELIER,WASHINGTON,5602,,,,1
495791.8003,195552.8525,5674,VERMONT FIVE SEASONS GRANOLA COMPANY,,Food Manufacturer,Food Processor,,19 DOVER ROAD,MONTPELIER,WASHINGTON,5602,,,,1
486741.2945,158087.3295,5675,SHAWS #121,0.72,Food Establishment,Bakery,,2 MAIN ST,MONTPELIER,WASHINGTON,5602,5083508620,,,1
493907.2831,195543.2218,5676,POSITIVE PIE ,1.05,Food Establishment,Restaurant,,22 STATE ST,MONTPELIER,WASHINGTON,5602,6177940221,http://www.positivepie.com/home.php?location=1,http://www.facebook.com/positivepievt,1
498920.9992,189473.7192,5682,Domino’s Pizza,0.2625,Food Establishment,Restaurant,,25 BERLIN ST,MONTPELIER,WASHINGTON,5641,8022297777,,,1
494905.5728,195720.1515,5683,SAVOY THEATER,0.525,Food Establishment,Restaurant,,26 MAIN ST,MONTPELIER,WASHINGTON,5602,8022290598,,,1
496852.9307,193674.4439,5684,HOCKEY SNACKS,0.1875,Food Establishment,Caterer,,268 GALLISON HILL RD,MONTPELIER,WASHINGTON,5602,8023433228,,,1
494146.9089,195620.7829,5685,MANGHIS' BREAD COMPANY,0.13,Food Establishment,Bakery,,28 SCHOOL ST,MONTPELIER,WASHINGTON,5651,8022233676,https://manghisbread.com/,,1
493907.3244,195587.6671,5686,CAPITOL GROUNDS CAFE,0.4725,Food Establishment,Restaurant,,27 STATE ST,MONTPELIER,WASHINGTON,5602,8022728802,,,1
494498.7297,196187.157,5687,BIRCHGROVE BAKING,0.042,Food Establishment,Bakery,,279 ELM ST,MONTPELIER,WASHINGTON,5602,8022238606,,,1
493883.2238,195432.1308,5688,KARENS EGGROLLS,0.603636177,Food Manufacturer,Food Processor,,28 MAIN ST,MONTPELIER,WASHINGTON,5602,(802) 229-6112,,,1
493883.2238,195432.1308,5690,BAGITOS,0.42,Food Establishment,Restaurant,,28 MAIN ST,MONTPELIER,WASHINGTON,5602,8022490167,,,1
494114.8687,195509.6981,5691,SUBWAY,0.252,Food Establishment,Restaurant,,28 STATE ST,MONTPELIER,WASHINGTON,5602,8024761340,,,1
494466.8108,196209.4066,5692,MEADOW MART,0.18,Food Establishment,Convenience Store,,284 ELM ST,MONTPELIER,WASHINGTON,5602,8022723755,,,1
493795.1746,195209.9867,5694,MONTPELIER MOBIL MART,0.18,Food Establishment,Convenience Store,,3 BERLIN ST,MONTPELIER,WASHINGTON,5602,8022256480,,,1
493867.1283,195298.8097,5695,SARDUCCIS RESTAURANT,1.365,Food Establishment,Restaurant,,3 MAIN ST,MONTPELIER,WASHINGTON,5602,8022230229,http://www.sarduccis.com/,https://www.facebook.com/pages/Sarduccis/167439933312400,1
493899.3082,195554.3406,5696,COCOA BEAN OF VERMONT LLC,,Food Manufacturer,Sweets,,30 STATE ST,MONTPELIER,WASHINGTON,5663,8022256670,,,1
494130.8292,195498.5725,5697,CHILL VERMONT GELATO,0.252,Food Establishment,Restaurant,,32 STATE ST,MONTPELIER,WASHINGTON,5602,8022234748,,,1
491471.5765,195379.2678,5698,DAIRY CREME,0.26,Food Establishment,Restaurant,,320 STATE ST,MONTPELIER,WASHINGTON,5602,,www.dairycreme.com,,1
493923.3874,195687.6544,5699,TULSI TEA ROOM,0.21,Food Establishment,Restaurant,,34 ELM ST,MONTPELIER,WASHINGTON,5602,8022231431,,,1
493883.3378,195554.3554,5700,WILAIWANS KITCHEN,0.1575,Food Establishment,Restaurant,,34 STATE ST,MONTPELIER,WASHINGTON,5667,8024548087,,,1
494609.5341,194998.1512,5701,VERMONT COLLEGE OF FINE ARTS,0.18871,School,College/University,,36 COLLEGE STREET,MONTPELIER,WASHINGTON,5602,,,,1
496309.7441,193608.0591,5702,Jiffy Mart,0.05,Food Establishment,Convenience Store,,366 E MONTPELIER RD,MONTPELIER,WASHINGTON,5601,8022256870,,,1
493914.8455,195087.6498,5703,Cumberland Farms,0.18,Food Establishment,Convenience Store,,37 BERLIN ST,MONTPELIER,WASHINGTON,5602,8022291284,http://www.cumberlandfarms.com/,,1
495670.2475,192863.993,5704,SIMON'S STORE & DELI,0.18,Food Establishment,Convenience Store,,377 RIVER ST,MONTPELIER,WASHINGTON,5602,8028620656,http://www.mobil.com/glp/Default.aspx?country=USandlanguage=,,1
493939.3678,195698.7509,5705,ROYAL ORCHID THAI RESTAURANT,0.4725,Food Establishment,Restaurant,,38 ELM ST,MONTPELIER,WASHINGTON,5602,8022230436,http://www.royalorchidthaivt.com/,,1
493995.151,195576.4748,5706,SWEET MELISSAS,0.5145,Food Establishment,Restaurant,,4 LANGDON ST,MONTPELIER,WASHINGTON,5602,8022256012,,,1
494055.5291,191709.6834,5708,NORTH BRANCH THE,0.357,Food Establishment,Restaurant,,41 STATE ST,MONTPELIER,WASHINGTON,5602,8025528105,,,1
493875.3941,195598.8082,5710,ASIANA HOUSE,0.735,Food Establishment,Restaurant,,45 STATE ST,MONTPELIER,WASHINGTON,5401,7813636266,,,1
493052.9242,195599.6283,5711,MONTPELIER HIGH SCHOOL,0.054075,Food Establishment,School,,5 HIGH SCHOOL DR,MONTPELIER,WASHINGTON,5602,8022236366,,,1
493715.4995,195398.9554,5712,CHAMPLAIN FARMS,0.18,Food Establishment,Convenience Store,,5 MEMORIAL DR,MONTPELIER,WASHINGTON,5602,8022295881,http://www.champlainfarms.com/,,1
493922.8106,195065.4197,5713,Dunkin’ Donuts,0.105,Food Establishment,Restaurant,,51 BERLIN ST,MONTPELIER,WASHINGTON,5602,8022230928,,,1
493899.3186,195565.4519,5714,KISMET,0.24675,Food Establishment,Restaurant,,52 STATE ST,MONTPELIER,WASHINGTON,5602,8025223403,http://www.kismetkitchens.com/,https://www.facebook.com/kismetkitchen,1
493851.4074,195565.4967,5715,JULIOS CANTINA,0.756,Food Establishment,Restaurant,,54 STATE ST,MONTPELIER,WASHINGTON,5602,802-229-9348,,,1
494713.4491,195120.2912,5717,NEW ENGLAND CULINARY INSTITUTE,0.292105,School,College/University,,56 COLLEGE STREET,MONTPELIER,WASHINGTON,5602,(877)223-6324,http://www.neci.edu/,,1
494744.7776,194353.5844,5718,MONTPELIER JOLLEY #180,0.18,Food Establishment,Caterer,,56 RIVER ST,MONTPELIER,WASHINGTON,5602,8025273272,,,1
494050.7447,195243.0838,5722,MONTPELIER SENIOR ACTIVITY CENTER,1.05,Food Establishment,Restaurant,,58 BARRE ST,MONTPELIER,WASHINGTON,5602,8022626283,,,1
494066.6957,195220.8467,5724,SINGLE STEPS,0.04725,Nursing/Assisted Living,Residential Facility,,62 BARRE STREET,MONTPELIER,WASHINGTON,5602,(802) 229-4109,,,1
494273.9236,194765.0977,5725,HUNGER MOUNTAIN COOPERATIVE,0.441,Food Establishment,Caterer,,623 STONE CUTTERS WAY,MONTPELIER,WASHINGTON,5602,8022238000,http://hungermountain.coop/,https://www.facebook.com/HungerMountainCoop,1
494020.9112,197554.2738,5726,CAPITAL CUPCAKE CO LLC,0.13,Food Establishment,Home-based Business,,64 MEADOWBROOK DR,MONTPELIER,WASHINGTON,5602,8025223576,,,1
494258.6908,195609.5727,5727,SEGUE HOUSE,0.042,Nursing/Assisted Living,Residential Facility,,7 ST. PAUL STREET,MONTPELIER,WASHINGTON,5602,(802) 229-5084,,,1
493947.1886,195520.9621,5729,CHARLIE O'S,0.336,Food Establishment,Restaurant,,70 MAIN ST,MONTPELIER,WASHINGTON,5602,8022236820,,,1
493955.1841,195532.0661,5730,MAD TACO THE,0.168,Food Establishment,Restaurant,,72 MAIN ST,MONTPELIER,WASHINGTON,5602,8028399658,,,1
494418.1475,195320.5401,5731,BETSYS BED & BREAKFAST,0.2625,Food Establishment,Restaurant,,74 EAST STATE STREET,MONTPELIER,WASHINGTON,5602,,,,1
494314.1049,195053.9574,5732,TRACY ROBERTA S,0.13,Food Establishment,Bakery,,8 KENT STREET,MONTPELIER,WASHINGTON,5602,,,,1
494003.0955,195532.0221,5734,THE BLUE STONE,0.504,Food Establishment,Restaurant,,83 MAIN ST,MONTPELIER,WASHINGTON,5602,8025855694,,https://www.facebook.com/bluestonemontpelier,1
494106.5239,195109.6974,5735,BUTTERFLY BAKERY OF VERMONT ,0.13,Food Manufacturer,Bakery,,46 GALLISON HILL  RD,MONTPELIER,WASHINGTON,5602,8023101725,,,1
494043.0519,195565.3197,5736,LA BRIOCHE BAKERY AND CAFE,0.4935,Food Establishment,Bakery,,89 MAIN ST,MONTPELIER,WASHINGTON,5602,8022236324,,,1
494043.0519,195565.3197,5739,SKINNY PANCAKE THE,0.525,Food Establishment,Restaurant,,89 MAIN ST,MONTPELIER,WASHINGTON,5602,8025983028,http://skinnypancake.com/,https://www.facebook.com/pages/The-Skinny-Pancake/152018368398,1
493835.458,195587.7343,5740,GRUNHAUS,0.05,Food Establishment,Caterer,,STATE AND ELM STREET,MONTPELIER,WASHINGTON,5602,,,,1
491479.5763,195390.3687,5741,GREEN MOUNTAIN HOT DOGS,0.05,Food Establishment,Caterer,,STATE STREET,MONTPELIER,WASHINGTON,5495,,,,1
479123.0804,194451.3778,5743,MORETOWN JOLLEY #321,0.18,Food Establishment,Convenience Store,,1114 VT ROUTE 100B,MORETOWN,WASHINGTON,5660,8025273272,http://jolleyshortstop.com/,,1
478018.1393,193621.6308,5744,CAMELS HUMP VIEW FARM,0.126,Food Establishment,B&B,,150 VT ROUTE 100B,MORETOWN,WASHINGTON,5660,8024963614,,,1
479460.2572,195005.8847,5746,FIDDLEHEADS CUISINE,0.05,Food Establishment,Home-based Business,,31 SITKA LN,MORETOWN,WASHINGTON,5660,8027934747,,,1
483748.8876,198293.9455,5747,KEVIN E GILBERT,,Food Manufacturer,Bakery,Bread/related products,4414 MORETOWN COMMON RD,MORETOWN,WASHINGTON,5660,(802) 2296-322,,,1
453608.5042,256145.127,5748,SOUTH MAIN GROCERY,0.72,Food Establishment,Grocery,,139 S MAIN ST,ST ALBANS,FRANKLIN,5478,,,,1
453812.6701,257032.6964,5749,TATRO'S GOURMET SOUP & SANDWICH,0.252,Food Establishment,Restaurant,,14 KINGMAN ST,SAINT ALBANS,FRANKLIN,5478,(802) 524-7444,,,1
454045.4353,258609.0747,5750,ST ALBANS DINER,0.7875,Food Establishment,Restaurant,,8 SWANTON RD,ST ALBANS,FRANKLIN,5478,8025288505,,,1
453844.9488,257121.3686,5751,EV ENTERPRISES LLC,,Food Manufacturer,Caterer,,15 CENTER ST,ST ALBANS,FRANKLIN,5478,8027821852,,,1
453844.9488,257121.3686,5752,EVELYNES,0.13,Food Establishment,Caterer,,15 CENTER ST,ST ALBANS,FRANKLIN,5478,8027821027,,,1
454060.891,259664.7014,5753,YANKEE ONE DOLLAR STORE,0.72,Food Establishment,Grocery,,164 SWANTON ROAD,ST ALBANS,FRANKLIN,5478,,http://www.dollarstore.com/,,1
454116.4505,258586.3413,5754,MAPLE CITY DINER,0.819,Food Establishment,Restaurant,,17 SWANTON RD,ST ALBANS,FRANKLIN,5478,8027347118,,,1
453496.3008,255945.9035,5755,Dunkin’ Donuts,0.26,Food Establishment,Restaurant,,171 S MAIN ST,ST ALBANS,FRANKLIN,5478,,,,1
453496.3008,255945.9035,5756,J AND L'S SNACK SHOP,0.18,Food Establishment,Grocery,,171 S MAIN ST,ST ALBANS,FRANKLIN,5478,,http://www.mobil.com/glp/Default.aspx?country=USandlanguage=,,1
