GeoFips,GeoName,LineCode,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
97000,Rocky Mountain,13,  Services,107262.5,115474.8,123784.1,135648.7,143809.2,150859.1,158919.8,169048.6,180382.2,193664.3,206089.6,217527.3,219679.4,227425,237326.7,245393.8,255489.5,269114.9,285066,300942,316790.9,335120.1,352736.7,344409.8,386894
97000,Rocky Mountain,19,      Food services and accommodations,12245.7,12825.5,13506.2,14757.9,15309.7,15948.5,16554.4,17690.3,18841.3,20274.9,21748,22767.6,22222.5,22931.9,24378.8,25702.2,26905,28809,31268.6,32837.1,34901.8,37349.3,39475.8,33436.7,43686.9
98000,Far West,1,Personal consumption expenditures,942330.3,1002784.3,1077648.1,1169042.7,1224072.1,1276783.7,1347927.2,1441986.8,1544900.2,1646097.6,1743476.4,1799438.3,1749433,1809795.6,1887520.7,1960845.8,2021598.9,2116785.4,2212783.2,2311724.2,2436846.5,2575197.2,2689884,2608265,2937783.9
98000,Far West,9,      Food and beverages purchased for off-premises consumption,79601.9,81752.4,87340.4,92531.1,97594.9,101255,106440.1,112071.1,118820.1,125866.8,134240.3,138900.2,136313.8,138635.7,144932.2,149546.4,153663.5,160760.7,166140.9,169390.4,174833,180143.6,186901.7,205982.7,220968
98000,Far West,10,      Clothing and footwear,42103.4,44096.9,46505.2,48901.6,47664.6,49019.6,50187.5,54978.6,58480.6,58741.3,59909.8,58134,53064.8,56194.8,60491.1,63995,65030,67771.9,69680.4,71099.2,74436.3,77716.6,80672.6,71370,90506.3
98000,Far West,13,  Services,622471,663524.8,706420.4,763330.4,805046.3,841167,890365.2,950556.7,1021368.9,1094240.8,1170194.2,1235438.3,1230390.9,1268902.6,1313502.8,1363478.1,1408774.2,1478359.6,1558354.4,1642432.6,1734830.5,1836535.5,1926761.5,1811414.2,2004606.1
98000,Far West,19,      Food services and accommodations,60338.6,64640.8,67499.6,72951.2,75300.8,78347,83482.1,90714.1,98222,106627.3,113050,116453.2,111906.7,114952.1,120883.6,127470.2,133365.4,144048.9,157808.2,169323.6,180014.1,191950.8,204896,161521.4,211911.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legend/Footnotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/ All personal consumption expenditures (PCE) estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Last updated: October 6, 2022-- new statistics for 2021; revised statistics for 2017-2020.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
