census_year,county_name,state_name,urban,rural
2000,Renville,Minnesota,0,6779
2000,Rice,Minnesota,12728,6160
2000,Rock,Minnesota,1906,1937
2000,Roseau,Minnesota,1136,5054
2000,St. Louis,Minnesota,53581,29038
2000,Scott,Minnesota,22605,8087
2000,Sherburne,Minnesota,9897,11684
2000,Sibley,Minnesota,0,5772
2000,Stearns,Minnesota,27927,19677
2000,Steele,Minnesota,8634,4212
2000,Stevens,Minnesota,1803,1948
2000,Swift,Minnesota,2160,2193
2000,Todd,Minnesota,2205,7137
2000,Traverse,Minnesota,0,1717
2000,Wabasha,Minnesota,3004,5273
2000,Wadena,Minnesota,1944,3482
2000,Waseca,Minnesota,3504,3555
2000,Washington,Minnesota,59271,12191
2000,Watonwan,Minnesota,1824,2803
2000,Wilkin,Minnesota,1425,1327
2000,Winona,Minnesota,12426,6318
2000,Wright,Minnesota,14872,16593
2000,Yellow Medicine,Minnesota,874,3565
2000,Adams,Mississippi,9514,4163
2000,Alcorn,Mississippi,5158,9066
2000,Amite,Mississippi,0,5271
2000,Attala,Mississippi,2761,4806
2000,Benton,Mississippi,0,2999
2000,Bolivar,Mississippi,7994,5782
2000,Calhoun,Mississippi,1026,4993
2000,Carroll,Mississippi,0,4071
2000,Chickasaw,Mississippi,1304,5949
2000,Choctaw,Mississippi,0,3686
2000,Claiborne,Mississippi,1087,2598
2000,Clarke,Mississippi,0,6978
2000,Clay,Mississippi,3545,4607
2000,Coahoma,Mississippi,7292,3261
2000,Copiah,Mississippi,4204,5938
2000,Covington,Mississippi,0,7126
2000,DeSoto,Mississippi,26700,12092
2000,Forrest,Mississippi,18631,8552
2000,Franklin,Mississippi,0,3211
2000,George,Mississippi,0,6742
2000,Greene,Mississippi,0,4148
2000,Grenada,Mississippi,5019,3801
2000,Hancock,Mississippi,10755,6142
2000,Harrison,Mississippi,57046,14492
2000,Hinds,Mississippi,78180,12850
2000,Holmes,Mississippi,2103,5211
2000,Humphreys,Mississippi,1928,1837
2000,Issaquena,Mississippi,0,726
2000,Itawamba,Mississippi,950,7823
2000,Jackson,Mississippi,33131,14545
2000,Jasper,Mississippi,0,6708
2000,Jefferson,Mississippi,813,2495
2000,Jefferson Davis,Mississippi,0,5177
2000,Jones,Mississippi,9549,14726
2000,Kemper,Mississippi,0,3909
2000,Lafayette,Mississippi,6886,7487
2000,Lamar,Mississippi,4931,9465
2000,Lauderdale,Mississippi,16214,13776
2000,Lawrence,Mississippi,0,5040
2000,Leake,Mississippi,1193,6418
2000,Lee,Mississippi,15944,13256
2000,Leflore,Mississippi,10516,2440
2000,Lincoln,Mississippi,4646,7892
2000,Lowndes,Mississippi,13879,8970
2000,Madison,Mississippi,18983,8236
2000,Marion,Mississippi,2811,6525
2000,Marshall,Mississippi,1943,10220
2000,Monroe,Mississippi,5180,9423
2000,Montgomery,Mississippi,1751,2939
2000,Neshoba,Mississippi,2635,8059
2000,Newton,Mississippi,1262,6959
2000,Noxubee,Mississippi,1101,3369
2000,Oktibbeha,Mississippi,9637,6308
2000,Panola,Mississippi,3345,8887
2000,Pearl River,Mississippi,5652,12426
2000,Perry,Mississippi,0,4420
2000,Pike,Mississippi,7159,7633
2000,Pontotoc,Mississippi,1778,8319
2000,Prentiss,Mississippi,2280,7541
2000,Quitman,Mississippi,1314,2251
2000,Rankin,Mississippi,25440,16649
2000,Scott,Mississippi,2939,7244
2000,Sharkey,Mississippi,0,2163
2000,Simpson,Mississippi,1547,8529
2000,Smith,Mississippi,0,6046
2000,Stone,Mississippi,1003,3744
2000,Sunflower,Mississippi,5580,4057
2000,Tallahatchie,Mississippi,1131,4132
2000,Tate,Mississippi,2601,6249
2000,Tippah,Mississippi,1789,6319
2000,Tishomingo,Mississippi,0,7917
2000,Tunica,Mississippi,1318,1940
2000,Union,Mississippi,2390,7396
2000,Walthall,Mississippi,0,5571
2000,Warren,Mississippi,12068,6688
2000,Washington,Mississippi,18302,3856
2000,Wayne,Mississippi,1898,5959
2000,Webster,Mississippi,0,3905
2000,Wilkinson,Mississippi,0,3578
2000,Winston,Mississippi,1861,5717
2000,Yalobusha,Mississippi,1028,4232
2000,Yazoo,Mississippi,4374,4804
2000,Adair,Missouri,6408,3261
2000,Andrew,Missouri,2574,3699
2000,Atchison,Missouri,0,2722
2000,Audrain,Missouri,5829,4015
2000,Barry,Missouri,3462,9936
2000,Barton,Missouri,1819,3076
2000,Bates,Missouri,1506,5005
2000,Benton,Missouri,0,7420
2000,Bollinger,Missouri,0,4576
2000,Boone,Missouri,40705,12389
2000,Buchanan,Missouri,29158,4399
2000,Butler,Missouri,8074,8644
2000,Caldwell,Missouri,0,3523
2000,Callaway,Missouri,4957,9459
2000,Camden,Missouri,1330,14449
2000,Cape Girardeau,Missouri,18782,8198
2000,Carroll,Missouri,1494,2675
2000,Carter,Missouri,0,2378
2000,Cass,Missouri,18951,11217
2000,Cedar,Missouri,1618,4067
2000,Chariton,Missouri,0,3469
2000,Christian,Missouri,10153,10272
2000,Clark,Missouri,0,2966
2000,Clay,Missouri,65699,6859
2000,Clinton,Missouri,1630,5522
2000,Cole,Missouri,19513,7527
2000,Cooper,Missouri,2660,3272
2000,Crawford,Missouri,1696,7162
2000,Dade,Missouri,0,3202
2000,Dallas,Missouri,1191,4839
2000,Daviess,Missouri,0,3178
2000,DeKalb,Missouri,555,2973
2000,Dent,Missouri,2185,3797
2000,Douglas,Missouri,1230,3971
2000,Dunklin,Missouri,6663,6748
2000,Franklin,Missouri,15320,19625
2000,Gasconade,Missouri,2215,3956
2000,Gentry,Missouri,0,2747
2000,Greene,Missouri,81594,16265
2000,Grundy,Missouri,2635,1747
2000,Harrison,Missouri,1172,2486
2000,Henry,Missouri,4991,4142
2000,Hickory,Missouri,0,3911
2000,Holt,Missouri,0,2237
2000,Howard,Missouri,1426,2410
2000,Howell,Missouri,4190,10572
2000,Iron,Missouri,1096,3101
2000,Jackson,Missouri,256950,9344
2000,Jasper,Missouri,31454,9958
2000,Jefferson,Missouri,47470,24029
2000,Johnson,Missouri,8664,8746
2000,Knox,Missouri,0,1791
2000,Laclede,Missouri,4884,7876
2000,Lafayette,Missouri,5422,7147
2000,Lawrence,Missouri,5391,8177
2000,Lewis,Missouri,0,3956
2000,Lincoln,Missouri,3025,10826
2000,Linn,Missouri,1911,3786
2000,Livingston,Missouri,3668,2068
2000,McDonald,Missouri,0,8113
2000,Macon,Missouri,2216,4285
2000,Madison,Missouri,1748,2963
2000,Maries,Missouri,0,3519
2000,Marion,Missouri,8408,2658
2000,Mercer,Missouri,0,1600
2000,Miller,Missouri,2378,6906
2000,Mississippi,Missouri,3313,2070
2000,Moniteau,Missouri,2504,2755
2000,Monroe,Missouri,0,3656
2000,Montgomery,Missouri,0,4775
2000,Morgan,Missouri,0,7850
2000,New Madrid,Missouri,3058,4766
2000,Newton,Missouri,7436,12704
2000,Nodaway,Missouri,4104,4034
2000,Oregon,Missouri,872,3391
2000,Osage,Missouri,0,4922
2000,Ozark,Missouri,0,3950
2000,Pemiscot,Missouri,5117,2738
2000,Perry,Missouri,3056,3848
2000,Pettis,Missouri,10155,5413
2000,Phelps,Missouri,8199,7484
2000,Pike,Missouri,2982,3469
2000,Platte,Missouri,23733,5545
2000,Polk,Missouri,3150,6767
2000,Pulaski,Missouri,5514,7919
2000,Putnam,Missouri,0,2228
2000,Ralls,Missouri,79,3657
2000,Randolph,Missouri,4968,4231
2000,Ray,Missouri,2660,6083
2000,Reynolds,Missouri,0,2721
2000,Ripley,Missouri,0,5416
2000,St. Charles,Missouri,93806,7857
2000,St. Clair,Missouri,0,4040
2000,Ste. Genevieve,Missouri,1662,4924
2000,St. Francois,Missouri,12066,8727
2000,St. Louis,Missouri,399424,4888
2000,Saline,Missouri,4686,4329
2000,Schuyler,Missouri,0,1725
2000,Scotland,Missouri,0,1902
2000,Scott,Missouri,9954,5672
2000,Shannon,Missouri,0,3319
2000,Shelby,Missouri,0,2745
2000,Stoddard,Missouri,3825,8239
2000,Stone,Missouri,0,11822
2000,Sullivan,Missouri,0,2925
2000,Taney,Missouri,8227,7931
2000,Texas,Missouri,74,9304
2000,Vernon,Missouri,3419,4547
2000,Warren,Missouri,1921,7264
2000,Washington,Missouri,1537,6869
2000,Wayne,Missouri,0,5551
2000,Webster,Missouri,2398,8675
2000,Worth,Missouri,0,1009
2000,Wright,Missouri,1879,5202
2000,St. Louis city,Missouri,147076,0
2000,Beaverhead,Montana,1898,1786
2000,Big Horn,Montana,1344,2580
2000,Blaine,Montana,0,2501
2000,Broadwater,Montana,0,1752
2000,Carbon,Montana,0,4065
2000,Carter,Montana,0,543
2000,Cascade,Montana,26508,6039
2000,Chouteau,Montana,0,2226
2000,Custer,Montana,4002,766
2000,Daniels,Montana,0,892
2000,Dawson,Montana,2521,1104
2000,Deer Lodge,Montana,2855,1140
2000,Fallon,Montana,0,1140
2000,Fergus,Montana,2784,2076
2000,Flathead,Montana,14720,14868
2000,Gallatin,Montana,14997,11326
2000,Garfield,Montana,0,532
2000,Glacier,Montana,2620,1684
2000,Golden Valley,Montana,0,365
2000,Granite,Montana,0,1200
2000,Hill,Montana,4315,2142
2000,Jefferson,Montana,0,3747
2000,Judith Basin,Montana,0,951
2000,Lake,Montana,1810,8382
2000,Lewis and Clark,Montana,16284,6566
2000,Liberty,Montana,0,833
2000,Lincoln,Montana,1802,5962
2000,McCone,Montana,0,810
2000,Madison,Montana,0,2956
2000,Meagher,Montana,0,803
2000,Mineral,Montana,0,1584
2000,Missoula,Montana,28753,9686
2000,Musselshell,Montana,0,1878
2000,Park,Montana,3644,3184
2000,Petroleum,Montana,0,211
2000,Phillips,Montana,0,1848
2000,Pondera,Montana,1159,1251
2000,Powder River,Montana,0,737
2000,Powell,Montana,1569,853
2000,Prairie,Montana,0,537
2000,Ravalli,Montana,2836,11453
2000,Richland,Montana,2208,1670
2000,Roosevelt,Montana,2010,1571
2000,Rosebud,Montana,0,3307
2000,Sanders,Montana,0,4273
2000,Sheridan,Montana,0,1741
2000,Silver Bow,Montana,12949,1483
2000,Stillwater,Montana,0,3234
2000,Sweet Grass,Montana,0,1476
2000,Teton,Montana,0,2538
2000,Toole,Montana,1112,850
2000,Treasure,Montana,0,357
2000,Valley,Montana,1398,1752
2000,Wheatland,Montana,0,853
2000,Wibaux,Montana,0,421
2000,Yellowstone,Montana,44277,7807
2000,Adams,Nebraska,9636,2505
2000,Antelope,Nebraska,0,2953
2000,Arthur,Nebraska,0,185
2000,Banner,Nebraska,0,311
2000,Blaine,Nebraska,0,238
2000,Boone,Nebraska,0,2454
2000,Box Butte,Nebraska,3531,1249
2000,Boyd,Nebraska,0,1014
2000,Brown,Nebraska,0,1530
2000,Buffalo,Nebraska,10481,5449
2000,Burt,Nebraska,0,3155
2000,Butler,Nebraska,1076,2350
2000,Cass,Nebraska,2720,6441
2000,Cedar,Nebraska,0,3623
2000,Chase,Nebraska,0,1662
2000,Cherry,Nebraska,1162,1346
2000,Cheyenne,Nebraska,2519,1552
2000,Clay,Nebraska,0,2756
2000,Colfax,Nebraska,1721,1961
2000,Cuming,Nebraska,1356,2589
2000,Custer,Nebraska,1531,3295
2000,Dakota,Nebraska,5499,1596
2000,Dawes,Nebraska,2085,1427
2000,Dawson,Nebraska,6262,2562
2000,Deuel,Nebraska,0,908
2000,Dixon,Nebraska,0,2413
2000,Dodge,Nebraska,10401,4032
2000,Douglas,Nebraska,177948,4246
2000,Dundy,Nebraska,0,961
2000,Fillmore,Nebraska,0,2689
2000,Franklin,Nebraska,0,1485
2000,Frontier,Nebraska,0,1192
2000,Furnas,Nebraska,0,2278
2000,Gage,Nebraska,5359,3957
2000,Garden,Nebraska,0,1020
2000,Garfield,Nebraska,0,813
2000,Gosper,Nebraska,0,863
2000,Grant,Nebraska,0,292
2000,Greeley,Nebraska,0,1077
2000,Hall,Nebraska,17195,3161
2000,Hamilton,Nebraska,1656,1847
2000,Harlan,Nebraska,0,1597
2000,Hayes,Nebraska,0,430
2000,Hitchcock,Nebraska,0,1287
2000,Holt,Nebraska,1478,3130
2000,Hooker,Nebraska,0,335
2000,Howard,Nebraska,0,2546
2000,Jefferson,Nebraska,1896,1631
2000,Johnson,Nebraska,0,1887
2000,Kearney,Nebraska,1160,1483
2000,Keith,Nebraska,1954,1753
2000,Keya Paha,Nebraska,0,409
2000,Kimball,Nebraska,1111,616
2000,Knox,Nebraska,0,3811
2000,Lancaster,Nebraska,90767,8420
2000,Lincoln,Nebraska,10023,4053
2000,Logan,Nebraska,0,316
2000,Loup,Nebraska,0,289
2000,McPherson,Nebraska,0,202
2000,Madison,Nebraska,9648,3788
2000,Merrick,Nebraska,1327,1882
2000,Morrill,Nebraska,0,2138
2000,Nance,Nebraska,0,1577
2000,Nemaha,Nebraska,1504,1543
2000,Nuckolls,Nebraska,0,2218
2000,Otoe,Nebraska,2828,3232
2000,Pawnee,Nebraska,0,1339
2000,Perkins,Nebraska,0,1275
2000,Phelps,Nebraska,2343,1501
2000,Pierce,Nebraska,0,2979
2000,Platte,Nebraska,8331,3745
2000,Polk,Nebraska,0,2259
2000,Red Willow,Nebraska,3338,1372
2000,Richardson,Nebraska,1879,2114
2000,Rock,Nebraska,0,763
2000,Saline,Nebraska,2038,3150
2000,Sarpy,Nebraska,40232,3194
2000,Saunders,Nebraska,1589,5909
2000,Scotts Bluff,Nebraska,10024,4863
2000,Seward,Nebraska,2277,3736
2000,Sheridan,Nebraska,0,2549
2000,Sherman,Nebraska,0,1394
2000,Sioux,Nebraska,0,605
2000,Stanton,Nebraska,532,1765
2000,Thayer,Nebraska,0,2541
2000,Thomas,Nebraska,0,325
2000,Thurston,Nebraska,0,2255
2000,Valley,Nebraska,0,1965
2000,Washington,Nebraska,2765,4175
2000,Wayne,Nebraska,1828,1609
2000,Webster,Nebraska,0,1708
2000,Wheeler,Nebraska,0,352
2000,York,Nebraska,3178,2544
2000,Churchill,Nevada,5879,3033
2000,Clark,Nevada,501114,11139
2000,Douglas,Nevada,11264,5137
2000,Elko,Nevada,8379,7259
2000,Esmeralda,Nevada,0,455
2000,Eureka,Nevada,0,666
2000,Humboldt,Nevada,3486,2247
2000,Lander,Nevada,1331,762
2000,Lincoln,Nevada,0,1540
2000,Lyon,Nevada,6267,6740
2000,Mineral,Nevada,1536,661
2000,Nye,Nevada,5975,7334
2000,Pershing,Nevada,0,1962
2000,Storey,Nevada,72,1390
2000,Washoe,Nevada,123159,8925
2000,White Pine,Nevada,1783,1499
2000,Carson City,Nevada,18844,1327
2000,Belknap,New Hampshire,9178,13281
2000,Carroll,New Hampshire,0,18351
2000,Cheshire,New Hampshire,10241,18058
2000,Coos,New Hampshire,5086,8875
2000,Grafton,New Hampshire,10136,21462
2000,Hillsborough,New Hampshire,115535,28920
2000,Merrimack,New Hampshire,25494,26349
2000,Rockingham,New Hampshire,76422,28107
2000,Strafford,New Hampshire,28342,14239
2000,Sullivan,New Hampshire,6474,10056
2000,Atlantic,New Jersey,82802,12222
2000,Bergen,New Jersey,330227,590
2000,Burlington,New Jersey,143964,10407
2000,Camden,New Jersey,184372,1372
2000,Cape May,New Jersey,36449,5699
2000,Cumberland,New Jersey,38906,10237
2000,Essex,New Jersey,283581,155
2000,Gloucester,New Jersey,81037,9680
2000,Hudson,New Jersey,230546,0
2000,Hunterdon,New Jersey,21152,22526
2000,Mercer,New Jersey,120627,5180
2000,Middlesex,New Jersey,263484,2331
2000,Monmouth,New Jersey,215295,8941
2000,Morris,New Jersey,157498,12213
2000,Ocean,New Jersey,195270,5132
2000,Passaic,New Jersey,159614,4242
2000,Salem,New Jersey,14764,9531
2000,Somerset,New Jersey,101758,7226
2000,Sussex,New Jersey,31119,19712
2000,Union,New Jersey,186124,0
2000,Warren,New Jersey,22899,15761
2000,Bernalillo,New Mexico,212381,8555
2000,Catron,New Mexico,0,1584
2000,Chaves,New Mexico,17710,4851
2000,Cibola,New Mexico,3699,4628
2000,Colfax,New Mexico,2875,2946
2000,Curry,New Mexico,14376,2390
2000,De Baca,New Mexico,0,922
2000,Dona Ana,New Mexico,48311,11245
2000,Eddy,New Mexico,14906,4473
2000,Grant,New Mexico,6839,5307
2000,Guadalupe,New Mexico,830,825
2000,Harding,New Mexico,0,371
2000,Hidalgo,New Mexico,1066,1086
2000,Lea,New Mexico,15567,4132
2000,Lincoln,New Mexico,4001,4201
2000,Los Alamos,New Mexico,6626,871
2000,Luna,New Mexico,5454,3943
2000,McKinley,New Mexico,8921,12555
2000,Mora,New Mexico,0,2017
2000,Otero,New Mexico,16594,6390
2000,Quay,New Mexico,2424,1777
2000,Rio Arriba,New Mexico,6514,8530
2000,Roosevelt,New Mexico,4351,2288
2000,Sandoval,New Mexico,24581,6830
2000,San Juan,New Mexico,23752,13959
2000,San Miguel,New Mexico,6598,4536
2000,Santa Fe,New Mexico,39873,12609
2000,Sierra,New Mexico,4279,1834
2000,Socorro,New Mexico,3274,3401
2000,Taos,New Mexico,5157,7518
2000,Torrance,New Mexico,293,5731
2000,Union,New Mexico,0,1733
2000,Valencia,New Mexico,18074,4607
2000,Albany,New York,109641,10871
2000,Allegany,New York,3229,14780
2000,Bronx,New York,463212,0
2000,Broome,New York,61283,19466
2000,Cattaraugus,New York,13713,18310
2000,Cayuga,New York,14822,15736
2000,Chautauqua,New York,33248,21267
2000,Chemung,New York,26119,8930
2000,Chenango,New York,3679,16247
2000,Clinton,New York,11276,18147
2000,Columbia,New York,7190,17606
2000,Cortland,New York,10168,8042
2000,Delaware,New York,3135,16135
2000,Dutchess,New York,70938,28598
2000,Erie,New York,350205,30668
2000,Essex,New York,3420,11608
2000,Franklin,New York,6572,11359
2000,Fulton,New York,11185,10699
2000,Genesee,New York,9832,12938
2000,Greene,New York,4674,13582
2000,Hamilton,New York,0,2362
2000,Herkimer,New York,13276,12458
2000,Jefferson,New York,18888,21180
2000,Kings,New York,880727,0
2000,Lewis,New York,1341,8699
2000,Livingston,New York,10168,11982
2000,Madison,New York,10854,14514
2000,Monroe,New York,268514,17998
2000,Montgomery,New York,12467,7571
2000,Nassau,New York,446655,732
2000,New York,New York,738644,0
2000,Niagara,New York,67705,20141
2000,Oneida,New York,59981,30515
2000,Onondaga,New York,158764,22389
2000,Ontario,New York,19485,18885
2000,Orange,New York,87128,27660
2000,Orleans,New York,6493,8870
2000,Oswego,New York,16673,28849
2000,Otsego,New York,5322,17969
2000,Putnam,New York,24743,7960
2000,Queens,New York,782664,0
2000,Rensselaer,New York,41713,18181
2000,Richmond,New York,156341,0
2000,Rockland,New York,91735,940
2000,St. Lawrence,New York,14867,25639
2000,Saratoga,New York,55004,23161
2000,Schenectady,New York,54760,4924
2000,Schoharie,New York,1814,10177
2000,Schuyler,New York,1634,5740
2000,Seneca,New York,5850,6780
2000,Steuben,New York,15758,23313
2000,Suffolk,New York,452065,17234
2000,Sullivan,New York,7344,20317
2000,Tioga,New York,7068,12657
2000,Tompkins,New York,20515,15905
2000,Ulster,New York,34823,32676
2000,Warren,New York,15702,10024
2000,Washington,New York,7238,15220
2000,Wayne,New York,13367,21541
2000,Westchester,New York,326251,10891
2000,Wyoming,New York,5428,9478
2000,Yates,New York,2549,6480
2000,Alamance,North Carolina,35736,15848
2000,Alexander,North Carolina,2276,10861
2000,Alleghany,North Carolina,0,4593
2000,Anson,North Carolina,2648,6556
2000,Ashe,North Carolina,0,10411
2000,Avery,North Carolina,0,6532
2000,Beaufort,North Carolina,5834,12485
2000,Bertie,North Carolina,0,7743
2000,Bladen,North Carolina,1498,11399
2000,Brunswick,North Carolina,10785,19653
2000,Buncombe,North Carolina,61991,23785
2000,Burke,North Carolina,19188,15340
2000,Cabarrus,North Carolina,36017,13502
2000,Caldwell,North Carolina,19249,11519
2000,Camden,North Carolina,0,2662
2000,Carteret,North Carolina,16079,9125
2000,Caswell,North Carolina,0,8670
2000,Catawba,North Carolina,36379,19154
2000,Chatham,North Carolina,3507,16234
2000,Cherokee,North Carolina,0,10336
2000,Chowan,North Carolina,1976,3604
2000,Clay,North Carolina,0,3847
2000,Cleveland,North Carolina,16763,20283
2000,Columbus,North Carolina,2366,18942
2000,Craven,North Carolina,23111,11471
2000,Cumberland,North Carolina,93052,14306
2000,Currituck,North Carolina,0,6902
2000,Dare,North Carolina,8723,3967
2000,Davidson,North Carolina,25434,32722
2000,Davie,North Carolina,3152,10598
2000,Duplin,North Carolina,2680,15587
2000,Durham,North Carolina,82406,6609
2000,Edgecombe,North Carolina,11028,9364
2000,Forsyth,North Carolina,112740,11111
2000,Franklin,North Carolina,1499,16344
2000,Gaston,North Carolina,57754,16182
2000,Gates,North Carolina,0,3901
2000,Graham,North Carolina,0,3354
2000,Granville,North Carolina,4798,11856
2000,Greene,North Carolina,0,6696
2000,Guilford,North Carolina,142496,26171
2000,Halifax,North Carolina,9855,12267
2000,Harnett,North Carolina,11795,22005
2000,Haywood,North Carolina,12090,11010
2000,Henderson,North Carolina,20137,17277
2000,Hertford,North Carolina,3067,5886
2000,Hoke,North Carolina,5165,6208
2000,Hyde,North Carolina,0,2185
2000,Iredell,North Carolina,23956,23404
2000,Jackson,North Carolina,2220,10971
2000,Johnston,North Carolina,14955,31640
2000,Jones,North Carolina,0,4061
2000,Lee,North Carolina,9308,9158
2000,Lenoir,North Carolina,13401,10461
2000,Lincoln,North Carolina,9259,14782
2000,McDowell,North Carolina,4110,12494
2000,Macon,North Carolina,2411,10417
2000,Madison,North Carolina,0,8000
2000,Martin,North Carolina,2244,7776
2000,Mecklenburg,North Carolina,263530,9886
2000,Mitchell,North Carolina,0,6551
2000,Montgomery,North Carolina,1030,8818
2000,Moore,North Carolina,13643,17070
2000,Nash,North Carolina,17647,15997
2000,New Hanover,North Carolina,65488,2695
2000,Northampton,North Carolina,900,7791
2000,Onslow,North Carolina,31475,16647
2000,Orange,North Carolina,30908,14955
2000,Pamlico,North Carolina,0,5178
2000,Pasquotank,North Carolina,7309,5598
2000,Pender,North Carolina,910,15144
2000,Perquimans,North Carolina,0,4645
2000,Person,North Carolina,4062,10023
2000,Pitt,North Carolina,35721,16818
2000,Polk,North Carolina,836,7072
2000,Randolph,North Carolina,20562,30097
2000,Richmond,North Carolina,10161,7712
2000,Robeson,North Carolina,15538,28139
2000,Rockingham,North Carolina,15881,21108
2000,Rowan,North Carolina,29327,20613
2000,Rutherford,North Carolina,9395,15796
2000,Sampson,North Carolina,3546,18727
2000,Scotland,North Carolina,6547,6852
2000,Stanly,North Carolina,7429,14794
2000,Stokes,North Carolina,3567,14012
2000,Surry,North Carolina,8964,19444
2000,Swain,North Carolina,0,5137
2000,Transylvania,North Carolina,4509,7811
2000,Tyrrell,North Carolina,0,1537
2000,Union,North Carolina,21219,22171
2000,Vance,North Carolina,8114,8085
2000,Wake,North Carolina,214580,27460
2000,Warren,North Carolina,0,7708
2000,Washington,North Carolina,1857,3510
2000,Watauga,North Carolina,5722,10818
2000,Wayne,North Carolina,23672,18940
2000,Wilkes,North Carolina,7142,19508
2000,Wilson,North Carolina,17898,10715
2000,Yadkin,North Carolina,1933,12572
2000,Yancey,North Carolina,0,7472
2000,Adams,North Dakota,0,1121
2000,Barnes,North Dakota,2956,1928
2000,Benson,North Dakota,0,2328
2000,Billings,North Dakota,0,366
2000,Bottineau,North Dakota,0,2962
2000,Bowman,North Dakota,0,1358
2000,Burke,North Dakota,0,1013
2000,Burleigh,North Dakota,23970,3700
2000,Cass,North Dakota,45353,5962
2000,Cavalier,North Dakota,0,2017
2000,Dickey,North Dakota,0,2283
2000,Divide,North Dakota,0,1005
2000,Dunn,North Dakota,0,1378
2000,Eddy,North Dakota,0,1164
2000,Emmons,North Dakota,0,1786
2000,Foster,North Dakota,0,1540
2000,Golden Valley,North Dakota,0,761
2000,Grand Forks,North Dakota,21119,4316
2000,Grant,North Dakota,0,1195
2000,Griggs,North Dakota,0,1178
2000,Hettinger,North Dakota,0,1152
2000,Kidder,North Dakota,0,1158
2000,LaMoure,North Dakota,0,1942
2000,Logan,North Dakota,0,963
2000,McHenry,North Dakota,0,2526
2000,McIntosh,North Dakota,0,1467
2000,McKenzie,North Dakota,0,2151
2000,McLean,North Dakota,0,3815
2000,Mercer,North Dakota,1142,2204
2000,Morton,North Dakota,6569,3320
2000,Mountrail,North Dakota,0,2560
2000,Nelson,North Dakota,0,1628
2000,Oliver,North Dakota,0,791
2000,Pembina,North Dakota,0,3535
2000,Pierce,North Dakota,1253,711
2000,Ramsey,North Dakota,3205,1752
2000,Ransom,North Dakota,0,2350
2000,Renville,North Dakota,0,1085
2000,Richland,North Dakota,3277,3608
2000,Rolette,North Dakota,0,4556
2000,Sargent,North Dakota,0,1786
2000,Sheridan,North Dakota,0,731
2000,Sioux,North Dakota,0,1095
2000,Slope,North Dakota,0,313
2000,Stark,North Dakota,6436,2496
2000,Steele,North Dakota,0,923
2000,Stutsman,North Dakota,6471,2483
2000,Towner,North Dakota,0,1218
2000,Traill,North Dakota,0,3341
2000,Walsh,North Dakota,1787,3242
2000,Ward,North Dakota,18046,4995
2000,Wells,North Dakota,0,2215
2000,Williams,North Dakota,5467,2628
2000,Adams,Ohio,1182,9319
2000,Allen,Ohio,30306,10340
2000,Ashland,Ohio,9584,9940
2000,Ashtabula,Ohio,22481,16916
2000,Athens,Ohio,12575,9926
2000,Auglaize,Ohio,10715,6661
2000,Belmont,Ohio,14980,13329
2000,Brown,Ohio,3308,12247
2000,Butler,Ohio,109433,13649
2000,Carroll,Ohio,3742,7384
2000,Champaign,Ohio,4864,10088
2000,Clark,Ohio,43876,12772
2000,Clermont,Ohio,47965,18048
2000,Clinton,Ohio,7303,8113
2000,Columbiana,Ohio,25142,17831
2000,Coshocton,Ohio,6493,7863
2000,Crawford,Ohio,12958,5999
2000,Cuyahoga,Ohio,567495,3962
2000,Darke,Ohio,7666,12753
2000,Defiance,Ohio,8309,6829
2000,Delaware,Ohio,27012,12662
2000,Erie,Ohio,23903,7824
2000,Fairfield,Ohio,29003,16422
2000,Fayette,Ohio,5925,5129
2000,Franklin,Ohio,431496,7282
2000,Fulton,Ohio,6899,8581
2000,Gallia,Ohio,3117,8943
2000,Geauga,Ohio,12463,19167
2000,Greene,Ohio,46734,8578
2000,Guernsey,Ohio,6955,9139
2000,Hamilton,Ohio,339509,7281
2000,Hancock,Ohio,19703,8195
2000,Hardin,Ohio,5535,6428
2000,Harrison,Ohio,1178,5220
2000,Henry,Ohio,3737,7198
2000,Highland,Ohio,4740,10847
2000,Hocking,Ohio,3507,7336
2000,Holmes,Ohio,1158,10179
2000,Huron,Ohio,12503,9804
2000,Jackson,Ohio,5256,7363
2000,Jefferson,Ohio,18653,11764
2000,Knox,Ohio,8719,11256
2000,Lake,Ohio,83192,6508
2000,Lawrence,Ohio,13653,11079
2000,Licking,Ohio,35249,20360
2000,Logan,Ohio,8668,9288
2000,Lorain,Ohio,89607,16229
2000,Lucas,Ohio,173996,8851
2000,Madison,Ohio,6726,6946
2000,Mahoning,Ohio,89043,13544
2000,Marion,Ohio,16853,7725
2000,Medina,Ohio,36974,17568
2000,Meigs,Ohio,2099,7135
2000,Mercer,Ohio,6367,8389
2000,Miami,Ohio,26740,11697
2000,Monroe,Ohio,141,5880
2000,Montgomery,Ohio,219510,9719
2000,Morgan,Ohio,1234,4656
2000,Morrow,Ohio,1446,10053
2000,Muskingum,Ohio,18047,14471
2000,Noble,Ohio,1214,3332
2000,Ottawa,Ohio,7915,8559
2000,Paulding,Ohio,1441,6332
2000,Perry,Ohio,3477,9023
2000,Pickaway,Ohio,9022,8577
2000,Pike,Ohio,2380,8064
2000,Portage,Ohio,33885,22564
2000,Preble,Ohio,3146,12855
2000,Putnam,Ohio,2058,10142
2000,Richland,Ohio,35827,13707
2000,Ross,Ohio,11275,15861
